days_cancel,id,toxicity,severe_toxicity,insult,profanity,group
-184,1.370601537616846e+18,0.3010394822792711,0.20079642613439638,0.2493452547432802,0.24468172226218673,misinfo
-182,1.3710577098149816e+18,0.29954489288232156,0.19576082946656664,0.25550788797775714,0.24386833899339402,misinfo
-179,1.371513882013117e+18,0.29805030348537204,0.19072523279873693,0.2493452547432802,0.2430549557246013,misinfo
-177,1.3719639665502188e+18,0.28944736082524236,0.1855686353561209,0.24353973229856934,0.2342013854422042,misinfo
-174,1.3724140510873203e+18,0.2808444181651127,0.18041203791350485,0.2377342098538585,0.22534781515980712,misinfo
-172,1.3728792779731953e+18,0.27756656685907455,0.17870976128468757,0.23177537336721263,0.2251872745777781,misinfo
-169,1.373785061089263e+18,0.27013920651164974,0.17509241100571285,0.22441266505079926,0.22042892062069191,misinfo
-167,1.3746887694291763e+18,0.27013920651164974,0.17509241100571285,0.22441266505079926,0.22042892062069191,misinfo
-164,1.3755939287562422e+18,0.2734170578176879,0.17679468763453016,0.23000315237464636,0.22058946120272094,misinfo
-162,1.3764986810934825e+18,0.2651536501309993,0.17306652708852144,0.22089603902649096,0.21828509507157776,misinfo
-159,1.3774031833774316e+18,0.2651536501309993,0.17306652708852144,0.22089603902649096,0.21828509507157776,misinfo
-157,1.3783121637211187e+18,0.2732198549885345,0.17724080622097776,0.2285767748227824,0.22440507117209368,misinfo
-154,1.3792210680098831e+18,0.28111873843634744,0.18156849044120454,0.23557113397639695,0.23020029464517366,misinfo
-152,1.380120654610877e+18,0.28111873843634744,0.18156849044120454,0.23557113397639695,0.23020029464517366,misinfo
-149,1.3810265107160663e+18,0.28111873843634744,0.18156849044120454,0.2367254112876546,0.23020029464517366,misinfo
-147,1.381936688000749e+18,0.2862422993143114,0.1866823898399115,0.2405369819248587,0.2336595117863489,misinfo
-144,1.3828471136720264e+18,0.29056631421523454,0.1918401061787029,0.24201185107743534,0.23818529024832255,misinfo
-142,1.3837567205837548e+18,0.29056631421523454,0.1918401061787029,0.24201185107743534,0.23818529024832255,misinfo
-139,1.3846558540811827e+18,0.29056631421523454,0.1918401061787029,0.24201185107743534,0.23818529024832255,misinfo
-137,1.385556287681889e+18,0.2817837221028211,0.1857312042332665,0.23148502066652948,0.23425624347392038,misinfo
-134,1.3864629564350254e+18,0.2720636139301127,0.17887040866881104,0.2244752579404632,0.23050820718653942,misinfo
-132,1.3873694734414676e+18,0.267785566716777,0.17481085604163604,0.21961296044921813,0.2236274194920586,misinfo
-129,1.3882779911805138e+18,0.26335289539707407,0.1693206171288803,0.21540119958583337,0.2194559789053464,misinfo
-127,1.389185428151869e+18,0.267785566716777,0.17481085604163604,0.21961296044921813,0.2236274194920586,misinfo
-124,1.3901028573820344e+18,0.267785566716777,0.17481085604163604,0.2228860747555636,0.22331813120130123,misinfo
-122,1.391007293146241e+18,0.27370322128410574,0.17930507867516524,0.22786690408710492,0.22718413286349776,misinfo
-119,1.3918989986496591e+18,0.27056651290301037,0.17568938737212048,0.22300460659585986,0.22331813120130123,misinfo
-117,1.3927960297918523e+18,0.2617648309005501,0.1691324628748901,0.21829695466696136,0.2191147670049028,misinfo
-114,1.3936980945602929e+18,0.2795584133568627,0.18389501915802758,0.232515445855235,0.2310685927484512,misinfo
-112,1.3946130457663834e+18,0.26573214372544035,0.1726225508289031,0.22005450546505473,0.22167738164544726,misinfo
-109,1.3955228256445765e+18,0.26473504484121413,0.17093236988985175,0.21873426773720317,0.22242200840228463,misinfo
-107,1.3964274301490273e+18,0.26473504484121413,0.17065088107969195,0.21873426773720317,0.2212439698117708,misinfo
-104,1.3973326356518164e+18,0.2747075727504178,0.17652175931738717,0.22878461074471898,0.22718605949590126,misinfo
-102,1.3982412189315773e+18,0.27877891752116757,0.18220483821897623,0.2346348584004044,0.2304986834189161,misinfo
-99,1.399151924854591e+18,0.2812385190771059,0.1823820334362431,0.23789955406150165,0.2304986834189161,misinfo
-97,1.400061415687485e+18,0.28476098424668084,0.18613183050730273,0.2395503142092065,0.2341824005849973,misinfo
-94,1.4009668544976594e+18,0.2943592309433658,0.19090645379438112,0.2463806153198691,0.2393546977005474,misinfo
-92,1.401869834377641e+18,0.2995261509140705,0.195735565063141,0.24873388405420466,0.24497642231732428,misinfo
-89,1.402771648603285e+18,0.2995261509140705,0.195735565063141,0.24873388405420466,0.24497642231732428,misinfo
-87,1.403676721508098e+18,0.28992790421738546,0.18914971045678608,0.24190358294354203,0.2393546977005474,misinfo
-84,1.4045877921522793e+18,0.28116045971904957,0.18437508716970769,0.23324536063933343,0.23340944824377152,misinfo
-82,1.4054953729933379e+18,0.28874651860963196,0.1889731450345204,0.23962316226972583,0.2390311728605484,misinfo
-79,1.406397347108729e+18,0.27725949702594965,0.1808177735829759,0.22979762090491052,0.22748017834334344,misinfo
-77,1.4072994713175311e+18,0.27646562556570853,0.17847612320839246,0.22979762090491052,0.22748017834334344,misinfo
-74,1.4082076469110518e+18,0.27734808940421696,0.17847612320839246,0.23301198533602163,0.2281053708983382,misinfo
-72,1.409112783016273e+18,0.2758871900166408,0.17673640909629407,0.23477468231097115,0.22449818517271608,misinfo
-69,1.4100177212760294e+18,0.2758871900166408,0.1756102691696117,0.23477468231097115,0.22372036082620828,misinfo
-67,1.4109246290624456e+18,0.2728515362680652,0.17471650289915047,0.23247394754241402,0.22372036082620828,misinfo
-64,1.41183218747465e+18,0.2758871900166408,0.1756102691696117,0.23412398854851765,0.22750766719974172,misinfo
-62,1.412746221592773e+18,0.27478357130391007,0.1756102691696117,0.2324458356685298,0.22750766719974172,misinfo
-59,1.4136531007985326e+18,0.27478357130391007,0.17594106713609933,0.2324458356685298,0.23086317318130942,misinfo
-57,1.4145548574939425e+18,0.2717938359676094,0.17572163479241198,0.23079579466242617,0.23086317318130942,misinfo
-54,1.4154594027686234e+18,0.2715573942155039,0.17572163479241198,0.2278701140528983,0.23086317318130942,misinfo
-52,1.416365110285226e+18,0.27638741887481244,0.17895518734564325,0.2324458356685298,0.23086317318130942,misinfo
-49,1.4172686603206236e+18,0.27819952578335005,0.18182786220740116,0.23612882325889573,0.23274629514136586,misinfo
-47,1.4181721380975867e+18,0.27951289878607605,0.18255692400311124,0.23734344291211312,0.23147359441891144,misinfo
-44,1.419078714787142e+18,0.27951289878607605,0.18250624293315829,0.23457245394857165,0.23147359441891144,misinfo
-42,1.4199850544409416e+18,0.27951289878607605,0.18250624293315829,0.23457245394857165,0.23147359441891144,misinfo
-39,1.4208910311018455e+18,0.27951289878607605,0.18250624293315829,0.23457245394857165,0.23147359441891144,misinfo
-37,1.4217948067503084e+18,0.27951289878607605,0.18250624293315829,0.23457245394857165,0.23147359441891144,misinfo
-34,1.4226996472561577e+18,0.2755961756454007,0.17639021403187954,0.23289101380792582,0.22801563484674187,misinfo
-32,1.423607396627373e+18,0.27617384370116005,0.17678521807712622,0.23230830083907966,0.22881868084158366,misinfo
-29,1.4245179877671165e+18,0.27617384370116005,0.17678521807712622,0.23230830083907966,0.22881868084158366,misinfo
-27,1.425425434533887e+18,0.2781908072661419,0.17993143094970768,0.23336497206337348,0.23125738500603174,misinfo
-24,1.4263244126775734e+18,0.28726649077327276,0.18645932018761302,0.2423556446942708,0.23409384542881173,misinfo
-22,1.427229079416857e+18,0.28519412912367437,0.18520956147761947,0.24183456007438714,0.2320110830829532,misinfo
-19,1.4281412956758141e+18,0.28519412912367437,0.18520956147761947,0.24183456007438714,0.2320110830829532,misinfo
-17,1.4290478578597678e+18,0.28519412912367437,0.18520956147761947,0.24183456007438714,0.2320110830829532,misinfo
-14,1.4299525696693576e+18,0.272932361617371,0.17531406446271913,0.22945681169623694,0.22697516273488785,misinfo
-12,1.4308574570442368e+18,0.2678877133667624,0.16958957586160628,0.22606588054573754,0.22184661452804386,misinfo
-9,1.4317652794330112e+18,0.2678877133667624,0.16958957586160628,0.22606588054573754,0.22184661452804386,misinfo
-7,1.432672760678121e+18,0.2678877133667624,0.16958957586160628,0.22606588054573754,0.22184661452804386,misinfo
-4,1.4335765839154652e+18,0.2678877133667624,0.16958957586160628,0.22606588054573754,0.22184661452804386,misinfo
-2,1.4344863920914678e+18,0.2770780571382818,0.17804209894547163,0.23134718879533572,0.23080462007453373,misinfo
1,1.4353904769890112e+18,0.2943650403922431,0.1929504734106397,0.24555905834507874,0.24364858860024924,misinfo
3,1.4362957649112617e+18,0.3037438171813661,0.19934679795943938,0.2590108303959394,0.24791329408446056,misinfo
6,1.437196658424605e+18,0.31044722702276895,0.19934679795943938,0.26819854039221747,0.2526298160065915,misinfo
8,1.4380965881129155e+18,0.3249206457430321,0.20220047694238502,0.2836355194840484,0.26066393736396853,misinfo
11,1.4390098892610468e+18,0.34247763927168834,0.2116735225657524,0.29860888557841236,0.2737195736607216,misinfo
13,1.4399202622010225e+18,0.34247763927168834,0.2116735225657524,0.29860888557841236,0.2737195736607216,misinfo
16,1.4408243700781158e+18,0.3275261328606278,0.20822848863598675,0.2836355194840484,0.2693363768558101,misinfo
18,1.4417252098118303e+18,0.31937063821896583,0.19961490053283804,0.27424281099825654,0.26066393736396853,misinfo
21,1.442636199500742e+18,0.3148784415722258,0.19961490053283804,0.27043971332032085,0.2585067981157912,misinfo
23,1.4435433314580183e+18,0.3030289907614583,0.19325643908718987,0.2634223410813896,0.2498264553059169,misinfo
26,1.4444448557799524e+18,0.29343287683324326,0.18773703342954723,0.25242385723104366,0.2410173188135567,misinfo
28,1.4453495167370404e+18,0.29343287683324326,0.18773703342954723,0.25242385723104366,0.2410173188135567,misinfo
31,1.4462557705097605e+18,0.29343287683324326,0.18773703342954723,0.25242385723104366,0.2410173188135567,misinfo
33,1.447185507402836e+18,0.2992068991016881,0.19370908622571442,0.2555954315679586,0.2483485141167644,misinfo
36,1.448088656935402e+18,0.2992068991016881,0.19370908622571442,0.2555954315679586,0.2483485141167644,misinfo
38,1.448974615097934e+18,0.28860510233839964,0.1873133162698049,0.24172311126260718,0.23774251712578437,misinfo
41,1.449885884180881e+18,0.2919286102058225,0.1873133162698049,0.245026834583562,0.2378654124717234,misinfo
43,1.4507939289741445e+18,0.2812060683760873,0.17933641973531111,0.23862358516821125,0.22984676562864415,misinfo
46,1.4516978859327887e+18,0.2812060683760873,0.17933641973531111,0.23862358516821125,0.22984676562864415,misinfo
48,1.452602980658898e+18,0.2812060683760873,0.17933641973531111,0.23862358516821125,0.22984676562864415,misinfo
51,1.4535103161866163e+18,0.28275933796164776,0.17919035588613824,0.23957238371770107,0.22984676562864415,misinfo
53,1.4544159023785277e+18,0.2850718066795722,0.1803677268802314,0.2429953078229723,0.23566619980541825,misinfo
56,1.4553222196357455e+18,0.2841104987179245,0.1803677268802314,0.2429953078229723,0.23566619980541825,misinfo
58,1.456227242306373e+18,0.2841389770586985,0.18171319958620802,0.2429953078229723,0.23663915826877766,misinfo
61,1.457130352169193e+18,0.2841389770586985,0.18171319958620802,0.2429953078229723,0.23662554836235986,misinfo
63,1.4580357269006003e+18,0.2841389770586985,0.18171319958620802,0.2429953078229723,0.23662554836235986,misinfo
66,1.45894287592876e+18,0.2882859388291951,0.18617004000536003,0.24839385546423645,0.2381426700067896,misinfo
68,1.459851220422256e+18,0.2869724325775779,0.18617004000536003,0.24471727594307502,0.23662554836235986,misinfo
71,1.460754342924576e+18,0.2869724325775779,0.18617004000536003,0.24471727594307502,0.23662554836235986,misinfo
73,1.4616572336957368e+18,0.2869724325775779,0.18398380245129503,0.24354910163528765,0.23336142322673573,misinfo
76,1.4625674839358326e+18,0.28674165431664744,0.18398380245129503,0.23523168615886922,0.23552099669191873,misinfo
78,1.463470693676503e+18,0.2806204348826253,0.1772408635835876,0.2323332422918694,0.22626591402069202,misinfo
81,1.4643736402382444e+18,0.2665813582812607,0.17071437600814865,0.22437796294721793,0.22151644521195824,misinfo
83,1.4652826668863642e+18,0.26537591288833445,0.16972707059390754,0.2242057165855011,0.22151644521195824,misinfo
86,1.466190890460541e+18,0.26537591288833445,0.16972707059390754,0.2242057165855011,0.22151644521195824,misinfo
88,1.4671004121321958e+18,0.2762394694397099,0.17573831005751606,0.23015149061317852,0.22613457789151065,misinfo
91,1.4679987479782246e+18,0.2762394694397099,0.17573831005751606,0.23015149061317852,0.22613457789151065,misinfo
93,1.4689012784523407e+18,0.2787304230403242,0.17979640714633857,0.2319213766379819,0.23517219988262733,misinfo
96,1.4698144865380982e+18,0.2787304230403242,0.17979640714633857,0.2319213766379819,0.23517219988262733,misinfo
98,1.4707209207947372e+18,0.2774595903436531,0.1791766545291545,0.23170410100820246,0.2298059760882954,misinfo
101,1.4716276922851512e+18,0.2774595903436531,0.1791766545291545,0.23170410100820246,0.2298059760882954,misinfo
103,1.472535763897648e+18,0.27441635612791127,0.17666493348362014,0.22976128712690375,0.2247861831613699,misinfo
106,1.4734421816369958e+18,0.27441635612791127,0.17666493348362014,0.22976128712690375,0.2247861831613699,misinfo
108,1.4743484136759634e+18,0.26590643622345544,0.16967859507812688,0.2236847083402371,0.21594768298722022,misinfo
111,1.4752476968826993e+18,0.26783043369792536,0.17283202915284024,0.22390130247523798,0.22305845845770522,misinfo
113,1.476151574927807e+18,0.27774588695362956,0.18176870620294724,0.2305600203382694,0.2318969586318549,misinfo
116,1.4770641320317604e+18,0.27855470641666547,0.18176870620294724,0.2319821895573171,0.23206672501266912,misinfo
118,1.4779761723592215e+18,0.27855470641666547,0.18124800473869768,0.2319821895573171,0.2319899838278573,misinfo
121,1.4788815679153188e+18,0.273034497954741,0.17386927189851847,0.230128327202894,0.22565835186017758,misinfo
123,1.4797804793329075e+18,0.28039578500218787,0.18159135853792452,0.23825053481267536,0.2319899838278573,misinfo
126,1.4806818186737718e+18,0.273034497954741,0.17479571898158383,0.230128327202894,0.2258281182409918,misinfo
128,1.4815898156493773e+18,0.273034497954741,0.17479571898158383,0.230128327202894,0.22738025168997103,misinfo
131,1.4824984250173532e+18,0.2753684080582396,0.17403552656481475,0.22880217006188874,0.2236312845493546,misinfo
133,1.4834046805507748e+18,0.2753848046405769,0.17432863026844053,0.22767304374409525,0.2258720793648009,misinfo
-183,1.385540158244334e+18,0.2534748119565217,0.17451305834782607,0.1897038843913044,0.18845174673913045,discrim
-182,1.2980730860412488e+18,0.2666673452196556,0.18055147155299317,0.1989865969938719,0.22053568170903098,discrim
-181,1.2315813957319286e+18,0.27985987848278954,0.1865898847581603,0.20826930959643936,0.2526196166789315,discrim
-180,1.2405153933840297e+18,0.2811214831470273,0.18954836070913272,0.21033451073391518,0.2523351042210912,discrim
-179,1.2315813957319286e+18,0.28238308781126503,0.19250683666010518,0.21201046369967524,0.2526196166789315,discrim
-178,1.2352932240636367e+18,0.28331185129014697,0.19335680916594117,0.2105305614269805,0.25498053409799604,discrim
-177,1.239005052395345e+18,0.28238308781126503,0.19250683666010518,0.20905065915428578,0.2526196166789315,discrim
-176,1.2413702441183695e+18,0.2811214831470273,0.18954836070913272,0.20865998437536257,0.2523351042210912,discrim
-175,1.239005052395345e+18,0.27985987848278954,0.1865898847581603,0.20826930959643936,0.2520505917632508,discrim
-174,1.2413702441183695e+18,0.2716556925246245,0.18535858995279147,0.20513387447553927,0.24723178328678,discrim
-173,1.239005052395345e+18,0.27985987848278954,0.1865898847581603,0.20826930959643936,0.2520505917632508,discrim
-172,1.2413702441183695e+18,0.2716556925246245,0.18535858995279147,0.20513387447553927,0.24723178328678,discrim
-171,1.2437354358413942e+18,0.2639193574025175,0.18412729514742265,0.2059891273056864,0.2424129748103092,discrim
-170,1.2465924134387625e+18,0.26368543198448846,0.1826573352710721,0.2039937833301628,0.24212734851888007,discrim
-169,1.2465924134387625e+18,0.26617789624601995,0.1826573352710721,0.2039937833301628,0.24212734851888007,discrim
-168,1.251822013528628e+18,0.2643531624385935,0.18025493308517068,0.2017365096016998,0.24044370287622552,discrim
-167,1.2591117492225864e+18,0.26368543198448846,0.17921431567927396,0.19699310563742362,0.23851947085233283,discrim
-166,1.2679197047620188e+18,0.26368543198448846,0.17921431567927396,0.19699310563742362,0.23851947085233283,discrim
-165,1.2679197047620188e+18,0.26368543198448846,0.17921431567927396,0.19699310563742362,0.23851947085233283,discrim
-164,1.2679197047620188e+18,0.26368543198448846,0.17921431567927396,0.19699310563742362,0.23851947085233283,discrim
-163,1.2679197047620188e+18,0.2643531624385935,0.17921431567927396,0.19699310563742362,0.23851947085233283,discrim
-162,1.2767336200907617e+18,0.2643531624385935,0.17921431567927396,0.19699310563742362,0.23797559583781058,discrim
-161,1.278573994164699e+18,0.266611701282096,0.17983461651642266,0.20330128416101312,0.23726386019205203,discrim
-160,1.2736509211739274e+18,0.26970734257221796,0.18076705882597355,0.20555855788947613,0.24044370287622552,discrim
-159,1.278573994164699e+18,0.26970734257221796,0.18076705882597355,0.20555855788947613,0.24044370287622552,discrim
-158,1.2776000283850796e+18,0.26970734257221796,0.18076705882597355,0.20555855788947613,0.24473272471693386,discrim
-157,1.2776000283850796e+18,0.27373559781172074,0.1837823377567854,0.20576719459703896,0.24813111171995958,discrim
-156,1.2736509211739274e+18,0.27373559781172074,0.1837823377567854,0.20576719459703896,0.24813111171995958,discrim
-155,1.2639398636917673e+18,0.27882474418556275,0.19011582328894436,0.20780867499330605,0.2506732075177512,discrim
-154,1.2639398636917673e+18,0.28258650646779876,0.193430546070512,0.20962542516225063,0.2527945361421574,discrim
-153,1.2639398636917673e+18,0.28432626105363834,0.1942400549937883,0.2111835687519476,0.2563692874589962,discrim
-152,1.2657802377657047e+18,0.28258650646779876,0.193430546070512,0.20962542516225063,0.2527945361421574,discrim
-151,1.2657802377657047e+18,0.2802547078507641,0.19011582328894436,0.20841758418988163,0.2506732075177512,discrim
-150,1.2710339523571156e+18,0.27476174758570143,0.18678803945856282,0.20701530991738765,0.24813111171995958,discrim
-149,1.2713740831339553e+18,0.2720043998288941,0.18335244395900296,0.20654709744084954,0.24476127477897835,discrim
-148,1.2669167402432064e+18,0.27476174758570143,0.18678803945856282,0.20715600663742512,0.24813111171995958,discrim
-147,1.2632320816821612e+18,0.2802547078507641,0.18990953104229757,0.20841758418988163,0.2506732075177512,discrim
-146,1.2669167402432064e+18,0.27476174758570143,0.18678803945856282,0.20715600663742512,0.24813111171995958,discrim
-145,1.2632320816821612e+18,0.27476174758570143,0.18678803945856282,0.20654709744084954,0.24787798741879433,discrim
-144,1.2576090605861414e+18,0.276897657169638,0.1876838183425118,0.20715600663742512,0.24838537193233715,discrim
-143,1.2576090605861414e+18,0.28150284296297257,0.1901699217195405,0.2099757277795786,0.24963719314863947,discrim
-142,1.2570097720903124e+18,0.2864484960514441,0.19239563441932628,0.21391765640655314,0.2519924847635195,discrim
-141,1.2570097720903124e+18,0.2864484960514441,0.19239563441932628,0.21672088853888255,0.2519924847635195,discrim
-140,1.2540319359901071e+18,0.2864484960514441,0.19239563441932628,0.21672088853888255,0.2519924847635195,discrim
-139,1.2518860267756175e+18,0.2864484960514441,0.19239563441932628,0.21672088853888255,0.2519924847635195,discrim
-138,1.2494131062286287e+18,0.28772746246252007,0.19448121579408015,0.22190477617120158,0.2538366906176203,discrim
-137,1.2465191168116408e+18,0.2946727362363205,0.1976253263959628,0.22658531281345037,0.2610459123448282,discrim
-136,1.243855806336551e+18,0.30146433567480446,0.19944454611548545,0.2292203019699129,0.2658788532261193,discrim
-135,1.2403970570171712e+18,0.30269318157217023,0.20227389788548342,0.2311557279571127,0.267498309116573,discrim
-134,1.2348987345963484e+18,0.30269318157217023,0.20227389788548342,0.2311557279571127,0.267498309116573,discrim
-133,1.2342846754192049e+18,0.30269318157217023,0.20227389788548342,0.2311557279571127,0.267498309116573,discrim
-132,1.2342846754192049e+18,0.30269318157217023,0.20227389788548342,0.2311557279571127,0.267498309116573,discrim
-131,1.2342846754192049e+18,0.30269318157217023,0.20227389788548342,0.2311557279571127,0.267498309116573,discrim
-130,1.2342846754192049e+18,0.30269318157217023,0.20227389788548342,0.2311557279571127,0.267498309116573,discrim
-129,1.2342846754192049e+18,0.3052826952448759,0.20227389788548342,0.2311557279571127,0.26799521859967135,discrim
-128,1.2342846754192049e+18,0.30231306839265776,0.19944454611548545,0.2295909583660033,0.2663757627092177,discrim
-127,1.237909909958529e+18,0.2961465960144822,0.19825195040673188,0.22766543039044074,0.26209300584163475,discrim
-126,1.237909909958529e+18,0.28818779689357865,0.19430378783192637,0.22541702488197496,0.2571755204259324,discrim
-125,1.237909909958529e+18,0.2844692584169545,0.19080090639706246,0.21929215289564252,0.25374735803626214,discrim
-124,1.2416859536572943e+18,0.2828219035767976,0.18934710412035866,0.21459141738054346,0.25076435678214704,discrim
-123,1.2488812510166318e+18,0.28160144525622616,0.18806329502501656,0.21336925380239882,0.2482842184807567,discrim
-122,1.2575618869643817e+18,0.27926786395203235,0.18687450039704914,0.2124573334193603,0.24626781069319154,discrim
-121,1.2634845266062705e+18,0.27331340547126654,0.17888767350529677,0.21049567114678053,0.23895969721653568,discrim
-120,1.2806805488463908e+18,0.271509817208246,0.17480000081820402,0.20918542470898852,0.23669938986434355,discrim
-119,1.2982264620465347e+18,0.2627635558968396,0.16991447686541267,0.20663555182398746,0.2294501769605279,discrim
-118,1.2982264620465347e+18,0.2653469046410268,0.17164697803256257,0.20918542470898852,0.23184750238415847,discrim
-117,1.3036683484155602e+18,0.2653469046410268,0.17164697803256257,0.20918542470898852,0.23184750238415847,discrim
-116,1.3152066866035694e+18,0.25868840156011674,0.16706075638043125,0.20663555182398746,0.22459655882939827,discrim
-115,1.3152066866035694e+18,0.2538204222703706,0.16163312022570203,0.20243643459752786,0.21859422656091493,discrim
-114,1.3152066866035694e+18,0.2538204222703706,0.16163312022570203,0.20243643459752786,0.21859422656091493,discrim
-113,1.3152066866035694e+18,0.2538204222703706,0.16163312022570203,0.20243643459752786,0.21859422656091493,discrim
-112,1.3152066866035694e+18,0.2538204222703706,0.16163312022570203,0.20243643459752786,0.21859422656091493,discrim
-111,1.3036683484155602e+18,0.25868840156011674,0.16706075638043125,0.20663555182398746,0.22459655882939827,discrim
